#lines that start with # are comments 
#values are seperated by commas (,)
#objective for scene
#GTO game type objective (0-Height/distance obj, 1-Land on gameobject name, 2-Pass checkpoints, 3-Grab object and get to designated end point)
GTO,0
#OBJ,Scene title, GET Height (+or-), Land start, Land End
OBJ,kHouse= mK?,40,440,480
#CLD,Cloud Height
CLD,68
#WTH, Weather 0-99 higher number more clouds/rain
WTH,20
#WND, Wind level -4000 to 4000
WND,700
#RAD, RADIOSITy level 0 to 1
RAD,1
#RAB, Background Radiosit leve 0 to 1
RAB,1
#FPS, target fps for the scene
FPS,96
#GRX, gravity scale x
GRX,0
#GRY, gravity scale y
GRY,-9.81
# Prefab,LayerOrder,StartX,EndX,StartY,EndY
ground/gbrick,0,292.29,294.85,0.53,3.09,4,4,0
ground/gbrick,0,297.42,299.98,0.53,3.09,4,4,0
ground/gbrick,0,307.65,310.21,0.51,3.07,4,4,0
ground/gbrick,0,302.52,305.08,0.51,3.07,4,4,0
ground/gbrick,0,323.01,325.57,0.43,2.99,4,4,0
ground/gbrick,0,317.91,320.47,0.45,3.01,4,4,0
ground/gbrick,0,328.14,330.7,0.43,2.99,4,4,0
ground/gbrick,0,312.78,315.34,0.45,3.01,4,4,0
ground/gbrick,0,348.55,351.11,0.49,3.05,4,4,0
ground/gbrick,0,343.42,345.98,0.49,3.05,4,4,0
ground/gbrick,0,333.19,335.75,0.51,3.07,4,4,0
ground/gbrick,0,338.32,340.88,0.51,3.07,4,4,0
ground/gbrick,0,353.64,356.2,0.48,3.04,4,4,0
ground/gbrick,0,369,371.56,0.46,3.02,4,4,0
ground/gbrick,0,358.77,361.33,0.48,3.04,4,4,0
ground/gbrick,0,363.87,366.43,0.46,3.02,4,4,0
ground/gbrick,0,379.12,381.68,0.48,3.04,4,4,0
ground/gbrick,0,389.35,391.91,0.46,3.02,4,4,0
ground/gbrick,0,373.99,376.55,0.48,3.04,4,4,0
ground/gbrick,0,384.22,386.78,0.46,3.02,4,4,0
ground/gbrick,0,409.89,412.45,0.36,2.92,4,4,0
ground/gbrick,0,394.53,397.09,0.38,2.94,4,4,0
ground/gbrick,0,404.76,407.32,0.36,2.92,4,4,0
