#lines that start with # are comments 
#values are seperated by commas (,)
#objective for scene
#GTO game type objective (0-Height/distance obj, 1-Land on gameobject name, 2-Pass checkpoints, 3-Grab object and get to designated end point)
GTO,0
#OBJ,Scene title, GET Height (+or-), Land start, Land End
OBJ,eHouse= on the wire!,40,0,999
#CLD,Cloud Height
CLD,68
#WTH, Weather 0-99 higher number more clouds/rain
WTH,20
#WND, Wind level -4000 to 4000
WND,700
#RAD, RADIOSITy level 0 to 1
RAD,1
#RAB, Background Radiosit leve 0 to 1
RAB,1
#FPS, target fps for the scene
FPS,96
#GRX, gravity scale x
GRX,0
#GRY, gravity scale y
GRY,-9.81
# Prefab,LayerOrder,StartX,EndX,StartY,EndY
ground/gbrick,0,354,356.56,0.31,2.87,4,4,0
ground/gbrick,0,348.98,351.54,0.31,2.87,4,4,0
ground/gbrick,0,343.91,346.47,0.31,2.87,4,4,0
ground/gbrick,0,338.8,341.36,0.4,2.96,4,4,0
ground/gbrick,0,333.84,336.4,0.27,2.83,4,4,0
ground/gbrick,0,328.73,331.29,0.27,2.83,4,4,0
ground/gbrick,0,323.62,326.18,0.34,2.9,4,4,0
ground/gbrick,0,353.91,356.47,5.33,7.89,4,4,0
ground/gbrick,0,343.82,346.38,5.33,7.89,4,4,0
ground/gbrick,0,348.89,351.45,5.33,7.89,4,4,0
ground/gbrick,0,374.02,376.58,5.43,7.99,4,4,0
ground/gbrick,0,368.98,371.54,5.31,7.87,4,4,0
ground/gbrick,0,363.94,366.5,5.31,7.87,4,4,0
ground/gbrick,0,358.89,361.45,5.33,7.89,4,4,0
ground/gbrick,0,358.98,361.54,0.31,2.87,4,4,0
ground/gbrick,0,364.03,366.59,0.29,2.85,4,4,0
ground/gbrick,0,369.07,371.63,0.29,2.85,4,4,0
ground/gbrick,0,374.11,376.67,0.41,2.97,4,4,0
ground/gbrick,0,358.89,361.45,10.23,12.79,4,4,0
ground/gbrick,0,363.94,366.5,10.21,12.77,4,4,0
ground/gbrick,0,374.02,376.58,10.33,12.89,4,4,0
ground/gbrick,0,368.98,371.54,10.21,12.77,4,4,0
ground/gbrick,0,353.91,356.47,10.23,12.79,4,4,0
ground/gbrick,0,369.04,371.6,15.28,17.84,4,4,0
ground/gbrick,0,374.08,376.64,15.4,17.96,4,4,0
ground/gbrick,0,358.95,361.51,15.3,17.86,4,4,0
ground/gbrick,0,364,366.56,15.28,17.84,4,4,0
ground/gbrick,0,353.97,356.53,15.3,17.86,4,4,0
ground/gbrick,0,364.05,366.61,20.48,23.04,4,4,0
ground/gbrick,0,374.19,376.75,25.67,28.23,4,4,0
ground/gbrick,0,369.15,371.71,25.55,28.11,4,4,0
