#lines that start with # are comments 
#values are seperated by commas (,)
#objective for scene
#GTO game type objective (0-Height/distance obj, 1-Land on gameobject name, 2-Pass checkpoints, 3-Grab object and get to designated end point)
GTO,0
#OBJ,Scene title, GET Height (+or-), Land start, Land End
OBJ,A pipe dream,72,237,999
#CLD,Cloud Height
CLD,68
#WTH, Weather 0-99 higher number more clouds/rain
WTH,20
#WND, Wind level -4000 to 4000
WND,700
#RAD, RADIOSITy level 0 to 1
RAD,1
#RAB, Background Radiosit leve 0 to 1
RAB,1
#FPS, target fps for the scene
FPS,96
#GRX, gravity scale x
GRX,0
#GRY, gravity scale y
GRY,-9.81
# Prefab,LayerOrder,StartX,EndX,StartY,EndY
ground/gbrick,0,180.6173,239.901,11.3151,26.97253,92.63078,24.46473,0
ground/gerter1,0,145.63,152.3029,29.94,32.91106,2.606613,1.160569,0
ground/bramp2,0,191.8,191.81,34.4,34.41,85.5308,85.5308,180
ground/gbrick,0,248.9834,251.5434,89.23109,91.79108,4,4,0
ground/gbrick,0,254.02,256.58,89.4,91.96,4,4,0
ground/gbrick,0,259.05,261.61,89.44,92,4,4,0
ground/gbrick,0,264.04,266.6,89.57,92.13,4,4,0
ground/gbrick,0,269.07,271.63,89.82,92.38,4,4,0
ground/gbrick,0,273.98,276.54,89.86,92.42,4,4,0
ground/gbrick,0,279.1,281.66,89.94,92.5,4,4,0
ground/gbrick,0,405.51,408.07,88.71999,91.27999,4,4,0
ground/gbrick,0,405.64,408.2,83.56,86.12,4,4,0
ground/gbrick,0,405.6,408.16,78.64999,81.20998,4,4,0
ground/bramp2,0,58.62399,61.18399,10.341,12.901,4,4,0
ground/bramp2,0,54.14299,56.70299,9.015,11.575,4,4,0
ground/bramp2,0,49.77299,52.33299,7.718,10.278,4,4,0
ground/bramp2,0,45.36,47.92,6.41,8.969999,4,4,0
ground/bramp2,0,41.21,43.77,5.18,7.74,4,4,0
ground/bramp2,0,36.94,39.5,3.97,6.53,4,4,0
ground/bramp2,0,32.77,35.33,2.75,5.31,4,4,0
ground/bramp2,0,29.03,31.59,1.64,4.2,4,4,0
ground/bramp2,0,24.96,27.52,0.42,2.98,4,4,0
ground/gbrick,0,29.8403,32.21265,-3.427,-0.8849201,3.7068,3.972,0
ground/gbrick,0,34.11,36.67,-2.36,0.2,4,4,0
ground/gbrick,0,37.8447,40.3599,-1.1247,1.3905,3.93,3.93,0
ground/gbrick,0,42.0302,44.55001,0.0977,2.635428,3.9372,3.9652,0
ground/gbrick,0,46.3277,48.90997,1.3706,3.841256,4.0348,3.8604,0
ground/gbrick,0,46.35,48.91,-1.59,0.9699999,4,4,0
ground/gbrick,0,50.2813,52.60015,2.653,5.145928,3.6232,3.8952,0
ground/gbrick,0,50.08,52.64,-2.19,0.3699999,4,4,0
ground/gbrick,0,54.47,56.60991,3.8523,6.434572,3.3436,4.0348,0
ground/gbrick,0,54.09,56.65,-1.12,1.44,4,4,0
ground/gbrick,0,59.13,61.69,0.24,2.8,4,4,0
ground/gbrick,0,59.2017,61.65008,5.2309,7.741748,3.8256,3.9232,0
ground/gbrick,0,63.7104,66.19002,6.5775,9.075036,3.8744,3.9024,0
ground/gbrick,0,63.67,66.23,1.66,4.22,4,4,0
ground/gbrick,0,63.76,66.32,-1.09,1.47,4,4,0
ground/gbrick,0,67.9242,70.30987,7.8796,10.35922,3.7276,3.8744,0
ground/gbrick,0,67.71,70.27,2.88,5.44,4,4,0
ground/gbrick,0,67.73,70.29,-2.07,0.49,4,4,0
ground/gbrick,0,72.47,75.03,9.2,11.76,4,4,0
ground/gbrick,0,72.53,75.09,4.03,6.59,4,4,0
ground/gbrick,0,72.51,75.07,-1.07,1.49,4,4,0
ground/gbrick,0,76.7598,79.15008,10.254,12.73797,3.7348,3.8812,0
ground/gbrick,0,76.51,79.07,5.18,7.74,4,4,0
ground/gbrick,0,76.51,79.07,0.1,2.66,4,4,0
ground/gbrick,0,80.39,82.95,6.65,9.21,4,4,0
ground/gbrick,0,80.31,82.87,1.57,4.13,4,4,0
ground/gbrick,0,80.27,82.82999,-3.51,-0.95,4,4,0
ground/gbrick,0,85.31,87.87,0.46,3.02,4,4,0
ground/gbrick,0,85.33,87.89,5.44,8,4,4,0
ground/gbrick,0,89.57,92.13,4.56,7.12,4,4,0
ground/gbrick,0,89.66,92.22,-0.36,2.2,4,4,0
ground/gbrick,0,94.53,97.09,0.11,2.67,4,4,0
ground/gbrick,0,94.62,97.18,5.03,7.59,4,4,0
ground/gbrick,0,94.48,97.04,9.85,12.41,4,4,0
ground/gbrick,0,116.41,118.97,17.89,20.45,4,4,0
ground/gbrick,0,112.1,114.66,16.72,19.28,4,4,0
ground/gbrick,0,109.15,111.71,13.95,16.51,4,4,0
ground/gbrick,0,98.37,100.93,7.3,9.860001,4,4,0
ground/gbrick,0,103.24,105.8,8.75,11.31,4,4,0
ground/gbrick,0,108.11,110.67,10.44,13,4,4,0
ground/gbrick,0,112.51,115.07,11.84,14.4,4,4,0
ground/gbrick,0,116.77,119.33,13.29,15.85,4,4,0
ground/gbrick,0,116.72,119.28,8.23,10.79,4,4,0
ground/gbrick,0,116.72,119.28,3.22,5.78,4,4,0
ground/gbrick,0,116.63,119.19,-1.28,1.28,4,4,0
ground/gbrick,0,112.42,114.98,6.78,9.34,4,4,0
ground/gbrick,0,108.16,110.72,5.28,7.84,4,4,0
ground/gbrick,0,103.43,105.99,3.83,6.39,4,4,0
ground/gbrick,0,98.33,100.89,2.33,4.89,4,4,0
ground/gbrick,0,98.38,100.94,-2.59,-0.02999997,4,4,0
ground/gbrick,0,103.39,105.95,-1.04,1.52,4,4,0
ground/gbrick,0,108.64,111.2,0.32,2.88,4,4,0
ground/gbrick,0,113.28,115.84,1.82,4.38,4,4,0
ground/gbrick,0,112.91,115.47,-2.02,0.54,4,4,0
ground/gbrick,0,112.91,115.47,60.43,73.11275,4,19.8168,0
ground/gbrick,0,126.28,137.1068,50.71,53.27,16.9168,4,0
ground/gbrick,0,126.34,137.1667,70.28,72.84,16.9168,4,0
ground/gbrick,0,134.28,136.84,60.54,73.22276,4,19.8168,0
ground/gbrick,0,212.5125,215.0725,38.1814,49.37141,4,17.4844,0
ground/gbrick,0,175.0865,176.6468,31.8082,38.15518,2.438,9.917151,0
ground/gai/cacti_lad,0,122.9827,123.6227,27.56032,28.20032,1,1,0
ground/gbrick,0,161.21,163.77,30.9739,35.67764,4,7.3496,0
ground/bramp2,0,71.823,74.383,14.263,16.823,4,4,0
ground/bramp2,0,67.342,69.902,12.937,15.497,4,4,0
ground/bramp2,0,62.972,65.532,11.64,14.2,4,4,0
ground/bramp2,0,75.34399,77.90398,15.304,17.864,4,4,0
ground/gbrick,0,119.5,122.06,23.07,25.63,4,4,0
ground/gbrick,0,119.86,122.42,18.47,21.03,4,4,0
ground/gbrick,0,119.81,122.37,13.41,15.97,4,4,0
ground/gbrick,0,120.45,123.01,9.4,11.96,4,4,0
ground/gbrick,0,120.81,123.37,4.800001,7.360001,4,4,0
ground/gbrick,0,120.76,123.32,-0.26,2.3,4,4,0
ground/gbrick,0,304.2,306.76,90.52,93.07999,4,4,0
ground/gbrick,0,309.11,311.67,90.56,93.12,4,4,0
ground/gbrick,0,284.1134,286.6734,89.93108,92.49108,4,4,0
ground/gbrick,0,289.15,291.71,90.1,92.66,4,4,0
ground/gbrick,0,294.18,296.74,90.14,92.7,4,4,0
ground/gbrick,0,299.17,301.73,90.27,92.82999,4,4,0
ground/gbrick,0,314.23,316.79,90.64,93.2,4,4,0
ground/gbrick,0,319.2234,321.7834,90.83109,93.39109,4,4,0
ground/gbrick,0,324.26,326.82,91,93.56,4,4,0
ground/gbrick,0,329.29,331.85,91.04,93.6,4,4,0
ground/gbrick,0,334.2801,336.8401,91.17,93.73,4,4,0
ground/gbrick,0,349.3401,351.9001,91.54,94.1,4,4,0
ground/gbrick,0,339.31,341.87,91.42,93.98,4,4,0
ground/gbrick,0,344.2201,346.7801,91.46,94.02,4,4,0
ground/gbrick,0,410.7,413.26,88.9,91.46,4,4,0
ground/gbrick,0,410.83,413.39,83.74001,86.30001,4,4,0
ground/gbrick,0,410.79,413.35,78.83,81.39,4,4,0
ground/gbrick,0,358.9599,361.5199,91.66,94.22,4,4,0
ground/gbrick,0,368.9899,371.5499,91.78,94.34,4,4,0
ground/gbrick,0,373.9833,376.5433,91.79108,94.35107,4,4,0
