#lines that start with # are comments 
#values are seperated by commas (,)
#objective for scene
#GTO game type objective (0-Height/distance obj, 1-Land on gameobject name, 2-Pass checkpoints, 3-Grab object and get to designated end point)
GTO,0
#OBJ,Scene title, GET Height (+or-), Land start, Land End
OBJ,dHouse- da house-classical,40,0,999
#CLD,Cloud Height
CLD,68
#WTH, Weather 0-99 higher number more clouds/rain
WTH,20
#WND, Wind level -4000 to 4000
WND,700
#RAD, RADIOSITy level 0 to 1
RAD,1
#RAB, Background Radiosit leve 0 to 1
RAB,1
#FPS, target fps for the scene
FPS,96
#GRX, gravity scale x
GRX,0
#GRY, gravity scale y
GRY,-9.81
# Prefab,LayerOrder,StartX,EndX,StartY,EndY
ground/gbrick,0,112.98,115.54,0.05,2.61,4,4,0
ground/gbrick,0,118.06,120.62,0.05,2.61,4,4,0
ground/gbrick,0,128.1,130.66,0.05,2.61,4,4,0
ground/gbrick,0,123.02,125.58,0.05,2.61,4,4,0
ground/gbrick,0,138.23,140.79,-0.01,2.55,4,4,0
ground/gbrick,0,133.15,135.71,-0.009999998,2.55,4,4,0
ground/gbrick,0,148.27,150.83,-0.009999998,2.55,4,4,0
ground/gbrick,0,143.19,145.75,-0.009999998,2.55,4,4,0
ground/gbrick,0,148.23,150.79,11.92,14.48,4,4,0
ground/gbrick,0,133.11,135.67,11.92,14.48,4,4,0
ground/gbrick,0,143.15,145.71,11.92,14.48,4,4,0
ground/gbrick,0,118.02,120.58,11.98,14.54,4,4,0
ground/gbrick,0,112.94,115.5,11.98,14.54,4,4,0
ground/gbrick,0,128.06,130.62,11.98,14.54,4,4,0
ground/gbrick,0,138.19,140.75,11.92,14.48,4,4,0
ground/gbrick,0,122.98,125.54,11.98,14.54,4,4,0
ground/gbrick,0,148.31,150.87,16.95,19.51,4,4,0
ground/gbrick,0,133.19,135.75,16.95,19.51,4,4,0
ground/gbrick,0,118.1,120.66,17.01,19.57,4,4,0
ground/gbrick,0,143.23,145.79,16.95,19.51,4,4,0
ground/gbrick,0,138.27,140.83,16.95,19.51,4,4,0
ground/gbrick,0,128.14,130.7,17.01,19.57,4,4,0
ground/gbrick,0,113.02,115.58,17.01,19.57,4,4,0
ground/gbrick,0,123.06,125.62,17.01,19.57,4,4,0
ground/gbrick,0,118.06,120.62,22.08,24.64,4,4,0
ground/gbrick,0,128.1,130.66,22.08,24.64,4,4,0
ground/gbrick,0,148.27,150.83,22.02,24.58,4,4,0
ground/gbrick,0,133.15,135.71,22.02,24.58,4,4,0
ground/gbrick,0,123.02,125.58,22.08,24.64,4,4,0
ground/gbrick,0,138.23,140.79,22.02,24.58,4,4,0
ground/gbrick,0,143.19,145.75,22.02,24.58,4,4,0
ground/gbrick,0,112.98,115.54,22.08,24.64,4,4,0
ground/gbrick,0,138.27,140.83,27.01,29.57,4,4,0
ground/gbrick,0,143.23,145.79,27.01,29.57,4,4,0
ground/gbrick,0,148.31,150.87,27.01,29.57,4,4,0
ground/gbrick,0,128.14,130.7,27.07,29.63,4,4,0
ground/gbrick,0,118.1,120.66,27.07,29.63,4,4,0
ground/gbrick,0,113.02,115.58,27.07,29.63,4,4,0
ground/gbrick,0,133.19,135.75,27.01,29.57,4,4,0
ground/gbrick,0,123.06,125.62,27.07,29.63,4,4,0
ground/gbrick,0,148.38,150.94,47.19,49.75,4,4,0
ground/gbrick,0,143.3,145.86,47.19,49.75,4,4,0
ground/gbrick,0,133.18,135.74,32.1,34.66,4,4,0
ground/gbrick,0,138.3,140.86,42.2,44.76,4,4,0
ground/gbrick,0,128.13,130.69,32.16,34.72,4,4,0
ground/gbrick,0,128.21,130.77,37.19,39.75,4,4,0
ground/gbrick,0,133.26,135.82,47.19,49.75,4,4,0
ground/gbrick,0,138.26,140.82,32.1,34.66,4,4,0
